# JIS-X0213 aka Shift JIS character mapping table
0x00 0x0000
0x9a8d 0x56b6
0x9a8e 0x56b4
0x9a8f 0x56c2
0x9a90 0x56bc
0x9a91 0x56c1
0x9a92 0x56c3
0x9a93 0x56c0
0x9a94 0x56c8
0x9a95 0x56ce
0x9a96 0x56d1
0x9a97 0x56d3
0x9a98 0x56d7
0x9a99 0x56ee
0x9a9a 0x56f9
0x9a9b 0x5700
0x9a9c 0x56ff
0x9a9d 0x5704
0x9a9e 0x5709
0x9a9f 0x5708
0x9aa0 0x570b
0x9aa1 0x570d
0x9aa2 0x5713
0x9aa3 0x5718
0x9aa4 0x5716
0x9aa5 0x55c7
0x9aa6 0x571c
0x9aa7 0x5726
0x9aa8 0x5737
0x9aa9 0x5738
0x9aaa 0x574e
0x9aab 0x573b
0x9aac 0x5740
0x9aad 0x574f
0x9aae 0x5769
0x9aaf 0x57c0
0x9ab0 0x5788
0x9ab1 0x5761
0x9ab2 0x577f
0x9ab3 0x5789
0x9ab4 0x5793
0x9ab5 0x57a0
0x9ab6 0x57b3
0x9ab7 0x57a4
0x9ab8 0x57aa
0x9ab9 0x57b0
0x9aba 0x57c3
0x9abb 0x57c6
0x9abc 0x57d4
0x9abd 0x57d2
0x9abe 0x57d3
0x9abf 0x580a
0x9ac0 0x57d6
0x9ac1 0x57e3
0x9ac2 0x580b
0x9ac3 0x5819
0x9ac4 0x581d
0x9ac5 0x5872
0x9ac6 0x5821
0x9ac7 0x5862
0x9ac8 0x584b
0x9ac9 0x5870
0x9aca 0x6bc0
0x9acb 0x5852
0x9acc 0x583d
0x9acd 0x5879
0x9ace 0x5885
0x9acf 0x58b9
0x9ad0 0x589f
0x9ad1 0x58ab
0x9ad2 0x58ba
0x9ad3 0x58de
0x9ad4 0x58bb
0x9ad5 0x58b8
0x9ad6 0x58ae
0x9ad7 0x58c5
0x9ad8 0x58d3
0x9ad9 0x58d1
0x9ada 0x58d7
0x9adb 0x58d9
0x9adc 0x58d8
0x9add 0x58e5
0x9ade 0x58dc
0x9adf 0x58e4
0x9ae0 0x58df
0x9ae1 0x58ef
0x9ae2 0x58fa
0x9ae3 0x58f9
0x9ae4 0x58fb
0x9ae5 0x58fc
0x9ae6 0x58fd
0x9ae7 0x5902
0x9ae8 0x590a
0x9ae9 0x5910
0x9aea 0x591b
0x9aeb 0x68a6
0x9aec 0x5925
0x9aed 0x592c
0x9aee 0x592d
0x9aef 0x5932
0x9af0 0x5938
0x9af1 0x593e
0x9af2 0x7ad2
0x9af3 0x5955
0x9af4 0x5950
0x9af5 0x594e
0x9af6 0x595a
0x9af7 0x5958
0x9af8 0x5962
0x9af9 0x5960
0x9afa 0x5967
0x9afb 0x596c
0x9afc 0x5969
0x9b40 0x5978
0x9b41 0x5981
0x9b42 0x599d
0x9b43 0x4f5e
0x9b44 0x4fab
0x9b45 0x59a3
0x9b46 0x59b2
0x9b47 0x59c6
0x9b48 0x59e8
0x9b49 0x59dc
0x9b4a 0x598d
0x9b4b 0x59d9
0x9b4c 0x59da
0x9b4d 0x5a25
0x9b4e 0x5a1f
0x9b4f 0x5a11
0x9b50 0x5a1c
0x9b51 0x5a09
0x9b52 0x5a1a
0x9b53 0x5a40
0x9b54 0x5a6c
0x9b55 0x5a49
0x9b56 0x5a35
0x9b57 0x5a36
0x9b58 0x5a62
0x9b59 0x5a6a
0x9b5a 0x5a9a
0x9b5b 0x5abc
0x9b5c 0x5abe
0x9b5d 0x5acb
0x9b5e 0x5ac2
0x9b5f 0x5abd
0x9b60 0x5ae3
0x9b61 0x5ad7
0x9b62 0x5ae6
0x9b63 0x5ae9
0x9b64 0x5ad6
0x9b65 0x5afa
0x9b66 0x5afb
0x9b67 0x5b0c
0x9b68 0x5b0b
0x9b69 0x5b16
0x9b6a 0x5b32
0x9b6b 0x5ad0
0x9b6c 0x5b2a
0x9b6d 0x5b36
0x9b6e 0x5b3e
0x9b6f 0x5b43
0x9b70 0x5b45
0x9b71 0x5b40
0x9b72 0x5b51
0x9b73 0x5b55
0x9b74 0x5b5a
0x9b75 0x5b5b
0x9b76 0x5b65
0x9b77 0x5b69
0x9b78 0x5b70
0x9b79 0x5b73
0x9b7a 0x5b75
0x9b7b 0x5b78
0x9b7c 0x6588
0x9b7d 0x5b7a
0x9b7e 0x5b80
0x9b80 0x5b83
0x9b81 0x5ba6
0x9b82 0x5bb8
0x9b83 0x5bc3
0x9b84 0x5bc7
0x9b85 0x5bc9
0x9b86 0x5bd4
0x9b87 0x5bd0
0x9b88 0x5be4
0x9b89 0x5be6
0x9b8a 0x5be2
0x9b8b 0x5bde
0x9b8c 0x5be5
0x9b8d 0x5beb
0x9b8e 0x5bf0
0x9b8f 0x5bf6
0x9b90 0x5bf3
0x9b91 0x5c05
0x9b92 0x5c07
0x9b93 0x5c08
0x9b94 0x5c0d
0x9b95 0x5c13
0x9b96 0x5c20
0x9b97 0x5c22
0x9b98 0x5c28
0x9b99 0x5c38
0x9b9a 0x5c39
0x9b9b 0x5c41
0x9b9c 0x5c46
0x9b9d 0x5c4e
0x9b9e 0x5c53
0x9b9f 0x5c50
0x9ba0 0x5c4f
0x9ba1 0x5b71
0x9ba2 0x5c6c
0x9ba3 0x5c6e
0x9ba4 0x4e62
0x9ba5 0x5c76
0x9ba6 0x5c79
0x9ba7 0x5c8c
0x9ba8 0x5c91
0x9ba9 0x5c94
0x9baa 0x599b
0x9bab 0x5cab
0x9bac 0x5cbb
0x9bad 0x5cb6
0x9bae 0x5cbc
0x9baf 0x5cb7
0x9bb0 0x5cc5
0x9bb1 0x5cbe
0x9bb2 0x5cc7
0x9bb3 0x5cd9
0x9bb4 0x5ce9
0x9bb5 0x5cfd
0x9bb6 0x5cfa
0x9bb7 0x5ced
0x9bb8 0x5d8c
0x9bb9 0x5cea
0x9bba 0x5d0b
0x9bbb 0x5d15
0x9bbc 0x5d17
0x9bbd 0x5d5c
0x9bbe 0x5d1f
0x9bbf 0x5d1b
0x9bc0 0x5d11
0x9bc1 0x5d14
0x9bc2 0x5d22
0x9bc3 0x5d1a
0x9bc4 0x5d19
0x9bc5 0x5d18
0x9bc6 0x5d4c
0x9bc7 0x5d52
0x9bc8 0x5d4e
0x9bc9 0x5d4b
0x9bca 0x5d6c
0x9bcb 0x5d73
0x9bcc 0x5d76
0x9bcd 0x5d87
0x9bce 0x5d84
0x9bcf 0x5d82
0x9bd0 0x5da2
0x9bd1 0x5d9d
0x9bd2 0x5dac
0x9bd3 0x5dae
0x9bd4 0x5dbd
0x9bd5 0x5d90
0x9bd6 0x5db7
0x9bd7 0x5dbc
0x9bd8 0x5dc9
0x9bd9 0x5dcd
0x9bda 0x5dd3
0x9bdb 0x5dd2
0x9bdc 0x5dd6
0x9bdd 0x5ddb
0x9bde 0x5deb
0x9bdf 0x5df2
0x9be0 0x5df5
0x9be1 0x5e0b
0x9be2 0x5e1a
0x9be3 0x5e19
0x9be4 0x5e11
0x9be5 0x5e1b
0x9be6 0x5e36
0x9be7 0x5e37
0x9be8 0x5e44
0x9be9 0x5e43
0x9bea 0x5e40
0x9beb 0x5e4e
0x9bec 0x5e57
0x9bed 0x5e54
0x9bee 0x5e5f
0x9bef 0x5e62
0x9bf0 0x5e64
0x9bf1 0x5e47
0x9bf2 0x5e75
0x9bf3 0x5e76
0x9bf4 0x5e7a
0x9bf5 0x9ebc
0x9bf6 0x5e7f
0x9bf7 0x5ea0
0x9bf8 0x5ec1
0x9bf9 0x5ec2
0x9bfa 0x5ec8
0x9bfb 0x5ed0
0x9bfc 0x5ecf
0x9c40 0x5ed6
0x9c41 0x5ee3
0x9c42 0x5edd
0x9c43 0x5eda
0x9c44 0x5edb
0x9c45 0x5ee2
0x9c46 0x5ee1
0x9c47 0x5ee8
0x9c48 0x5ee9
0x9c49 0x5eec
0x9c4a 0x5ef1
0x9c4b 0x5ef3
0x9c4c 0x5ef0
0x9c4d 0x5ef4
0x9c4e 0x5ef8
0x9c4f 0x5efe
0x9c50 0x5f03
0x9c51 0x5f09
0x9c52 0x5f5d
0x9c53 0x5f5c
0x9c54 0x5f0b
0x9c55 0x5f11
0x9c56 0x5f16
0x9c57 0x5f29
0x9c58 0x5f2d
0x9c59 0x5f38
0x9c5a 0x5f41
0x9c5b 0x5f48
0x9c5c 0x5f4c
0x9c5d 0x5f4e
0x9c5e 0x5f2f
0x9c5f 0x5f51
0x9c60 0x5f56
0x9c61 0x5f57
0x9c62 0x5f59
0x9c63 0x5f61
0x9c64 0x5f6d
0x9c65 0x5f73
0x9c66 0x5f77
0x9c67 0x5f83
0x9c68 0x5f82
0x9c69 0x5f7f
0x9c6a 0x5f8a
0x9c6b 0x5f88
0x9c6c 0x5f91
0x9c6d 0x5f87
0x9c6e 0x5f9e
0x9c6f 0x5f99
0x9c70 0x5f98
0x9c71 0x5fa0
0x9c72 0x5fa8
0x9c73 0x5fad
0x9c74 0x5fbc
0x9c75 0x5fd6
0x9c76 0x5ffb
0x9c77 0x5fe4
0x9c78 0x5ff8
0x9c79 0x5ff1
0x9c7a 0x5fdd
0x9c7b 0x60b3
0x9c7c 0x5fff
0x9c7d 0x6021
0x9c7e 0x6060
0x9c80 0x6019
0x9c81 0x6010
0x9c82 0x6029
0x9c83 0x600e
0x9c84 0x6031
0x9c85 0x601b
0x9c86 0x6015
0x9c87 0x602b
0x9c88 0x6026
0x9c89 0x600f
0x9c8a 0x603a
0x9c8b 0x605a
0x9c8c 0x6041
0x9c8d 0x606a
0x9c8e 0x6077
0x9c8f 0x605f
0x9c90 0x604a
0x9c91 0x6046
0x9c92 0x604d
0x9c93 0x6063
0x9c94 0x6043
0x9c95 0x6064
0x9c96 0x6042
0x9c97 0x606c
0x9c98 0x606b
0x9c99 0x6059
0x9c9a 0x6081
0x9c9b 0x608d
0x9c9c 0x60e7
0x9c9d 0x6083
0x9c9e 0x609a
0x9c9f 0x6084
0x9ca0 0x609b
0x9ca1 0x6096
0x9ca2 0x6097
0x9ca3 0x6092
0x9ca4 0x60a7
0x9ca5 0x608b
0x9ca6 0x60e1
0x9ca7 0x60b8
0x9ca8 0x60e0
0x9ca9 0x60d3
0x9caa 0x60b4
0x9cab 0x5ff0
0x9cac 0x60bd
0x9cad 0x60c6
0x9cae 0x60b5
0x9caf 0x60d8
0x9cb0 0x614d
0x9cb1 0x6115
0x9cb2 0x6106
0x9cb3 0x60f6
0x9cb4 0x60f7
0x9cb5 0x6100
0x9cb6 0x60f4
0x9cb7 0x60fa
0x9cb8 0x6103
0x9cb9 0x6121
0x9cba 0x60fb
0x9cbb 0x60f1
0x9cbc 0x610d
0x9cbd 0x610e
0x9cbe 0x6147
0x9cbf 0x613e
0x9cc0 0x6128
0x9cc1 0x6127
0x9cc2 0x614a
0x9cc3 0x613f
0x9cc4 0x613c
0x9cc5 0x612c
0x9cc6 0x6134
0x9cc7 0x613d
0x9cc8 0x6142
0x9cc9 0x6144
0x9cca 0x6173
0x9ccb 0x6177
0x9ccc 0x6158
0x9ccd 0x6159
0x9cce 0x615a
0x9ccf 0x616b
0x9cd0 0x6174
0x9cd1 0x616f
0x9cd2 0x6165
0x9cd3 0x6171
0x9cd4 0x615f
0x9cd5 0x615d
0x9cd6 0x6153
0x9cd7 0x6175
0x9cd8 0x6199
0x9cd9 0x6196
0x9cda 0x6187
0x9cdb 0x61ac
0x9cdc 0x6194
0x9cdd 0x619a
0x9cde 0x618a
0x9cdf 0x6191
0x9ce0 0x61ab
0x9ce1 0x61ae
0x9ce2 0x61cc
0x9ce3 0x61ca
0x9ce4 0x61c9
0x9ce5 0x61f7
0x9ce6 0x61c8
0x9ce7 0x61c3
0x9ce8 0x61c6
0x9ce9 0x61ba
0x9cea 0x61cb
0x9ceb 0x7f79
0x9cec 0x61cd
0x9ced 0x61e6
0x9cee 0x61e3
0x9cef 0x61f6
0x9cf0 0x61fa
0x9cf1 0x61f4
0x9cf2 0x61ff
0x9cf3 0x61fd
0x9cf4 0x61fc
0x9cf5 0x61fe
0x9cf6 0x6200
0x9cf7 0x6208
0x9cf8 0x6209
0x9cf9 0x620d
0x9cfa 0x620c
0x9cfb 0x6214
0x9cfc 0x621b
0x9d40 0x621e
0x9d41 0x6221
0x9d42 0x622a
0x9d43 0x622e
0x9d44 0x6230
0x9d45 0x6232
0x9d46 0x6233
0x9d47 0x6241
0x9d48 0x624e
0x9d49 0x625e
0x9d4a 0x6263
0x9d4b 0x625b
0x9d4c 0x6260
0x9d4d 0x6268
0x9d4e 0x627c
0x9d4f 0x6282
0x9d50 0x6289
0x9d51 0x627e
0x9d52 0x6292
0x9d53 0x6293
0x9d54 0x6296
0x9d55 0x62d4
0x9d56 0x6283
0x9d57 0x6294
0x9d58 0x62d7
0x9d59 0x62d1
0x9d5a 0x62bb
0x9d5b 0x62cf
0x9d5c 0x62ff
0x9d5d 0x62c6
0x9d5e 0x64d4
0x9d5f 0x62c8
0x9d60 0x62dc
0x9d61 0x62cc
0x9d62 0x62ca
0x9d63 0x62c2
0x9d64 0x62c7
0x9d65 0x629b
0x9d66 0x62c9
0x9d67 0x630c
0x9d68 0x62ee
0x9d69 0x62f1
0x9d6a 0x6327
0x9d6b 0x6302
0x9d6c 0x6308
0x9d6d 0x62ef
0x9d6e 0x62f5
0x9d6f 0x6350
0x9d70 0x633e
0x9d71 0x634d
0x9d72 0x641c
0x9d73 0x634f
0x9d74 0x6396
0x9d75 0x638e
0x9d76 0x6380
0x9d77 0x63ab
0x9d78 0x6376
0x9d79 0x63a3
0x9d7a 0x638f
0x9d7b 0x6389
0x9d7c 0x639f
0x9d7d 0x63b5
0x9d7e 0x636b
0x9d80 0x6369
0x9d81 0x63be
0x9d82 0x63e9
0x9d83 0x63c0
0x9d84 0x63c6
0x9d85 0x63e3
0x9d86 0x63c9
0x9d87 0x63d2
0x9d88 0x63f6
0x9d89 0x63c4
0x9d8a 0x6416
0x9d8b 0x6434
0x9d8c 0x6406
0x9d8d 0x6413
0x9d8e 0x6426
0x9d8f 0x6436
0x9d90 0x651d
0x9d91 0x6417
0x9d92 0x6428
0x9d93 0x640f
0x9d94 0x6467
0x9d95 0x646f
0x9d96 0x6476
0x9d97 0x644e
0x9d98 0x652a
0x9d99 0x6495
0x9d9a 0x6493
0x9d9b 0x64a5
0x9d9c 0x64a9
0x9d9d 0x6488
0x9d9e 0x64bc
0x9d9f 0x64da
0x9da0 0x64d2
0x9da1 0x64c5
0x9da2 0x64c7
0x9da3 0x64bb
0x9da4 0x64d8
0x9da5 0x64c2
0x9da6 0x64f1
0x9da7 0x64e7
0x9da8 0x8209
0x9da9 0x64e0
0x9daa 0x64e1
0x9dab 0x62ac
0x9dac 0x64e3
0x9dad 0x64ef
0x9dae 0x652c
0x9daf 0x64f6
0x9db0 0x64f4
0x9db1 0x64f2
0x9db2 0x64fa
0x9db3 0x6500
0x9db4 0x64fd
0x9db5 0x6518
0x9db6 0x651c
0x9db7 0x6505
0x9db8 0x6524
0x9db9 0x6523
0x9dba 0x652b
0x9dbb 0x6534
0x9dbc 0x6535
0x9dbd 0x6537
0x9dbe 0x6536
0x9dbf 0x6538
0x9dc0 0x754b
0x9dc1 0x6548
0x9dc2 0x6556
0x9dc3 0x6555
0x9dc4 0x654d
0x9dc5 0x6558
0x9dc6 0x655e
0x9dc7 0x655d
0x9dc8 0x6572
0x9dc9 0x6578
0x9dca 0x6582
0x9dcb 0x6583
0x9dcc 0x8b8a
0x9dcd 0x659b
0x9dce 0x659f
0x9dcf 0x65ab
0x9dd0 0x65b7
0x9dd1 0x65c3
0x9dd2 0x65c6
0x9dd3 0x65c1
0x9dd4 0x65c4
0x9dd5 0x65cc
0x9dd6 0x65d2
0x9dd7 0x65db
0x9dd8 0x65d9
0x9dd9 0x65e0
0x9dda 0x65e1
0x9ddb 0x65f1
0x9ddc 0x6772
0x9ddd 0x660a
0x9dde 0x6603
0x9ddf 0x65fb
0x9de0 0x6773
0x9de1 0x6635
0x9de2 0x6636
0x9de3 0x6634
0x9de4 0x661c
0x9de5 0x664f
0x9de6 0x6644
0x9de7 0x6649
0x9de8 0x6641
0x9de9 0x665e
0x9dea 0x665d
0x9deb 0x6664
0x9dec 0x6667
0x9ded 0x6668
0x9dee 0x665f
0x9def 0x6662
0x9df0 0x6670
0x9df1 0x6683
0x9df2 0x6688
0x9df3 0x668e
0x9df4 0x6689
0x9df5 0x6684
0x9df6 0x6698
0x9df7 0x669d
0x9df8 0x66c1
0x9df9 0x66b9
0x9dfa 0x66c9
0x9dfb 0x66be
0x9dfc 0x66bc
0x9e40 0x66c4
0x9e41 0x66b8
0x9e42 0x66d6
0x9e43 0x66da
0x9e44 0x66e0
0x9e45 0x663f
0x9e46 0x66e6
0x9e47 0x66e9
0x9e48 0x66f0
0x9e49 0x66f5
0x9e4a 0x66f7
0x9e4b 0x670f
0x9e4c 0x6716
0x9e4d 0x671e
0x9e4e 0x6726
0x9e4f 0x6727
0x9e50 0x9738
0x9e51 0x672e
0x9e52 0x673f
0x9e53 0x6736
0x9e54 0x6741
0x9e55 0x6738
0x9e56 0x6737
0x9e57 0x6746
0x9e58 0x675e
0x9e59 0x6760
0x9e5a 0x6759
0x9e5b 0x6763
0x9e5c 0x6764
0x9e5d 0x6789
0x9e5e 0x6770
0x9e5f 0x67a9
0x9e60 0x677c
0x9e61 0x676a
0x9e62 0x678c
0x9e63 0x678b
0x9e64 0x67a6
0x9e65 0x67a1
0x9e66 0x6785
0x9e67 0x67b7
0x9e68 0x67ef
0x9e69 0x67b4
0x9e6a 0x67ec
0x9e6b 0x67b3
0x9e6c 0x67e9
0x9e6d 0x67b8
0x9e6e 0x67e4
0x9e6f 0x67de
0x9e70 0x67dd
0x9e71 0x67e2
0x9e72 0x67ee
0x9e73 0x67b9
0x9e74 0x67ce
0x9e75 0x67c6
0x9e76 0x67e7
0x9e77 0x6a9c
0x9e78 0x681e
0x9e79 0x6846
0x9e7a 0x6829
0x9e7b 0x6840
0x9e7c 0x684d
0x9e7d 0x6832
0x9e7e 0x684e
0x9e80 0x68b3
0x9e81 0x682b
0x9e82 0x6859
0x9e83 0x6863
0x9e84 0x6877
0x9e85 0x687f
0x9e86 0x689f
0x9e87 0x688f
0x9e88 0x68ad
0x9e89 0x6894
0x9e8a 0x689d
0x9e8b 0x689b
0x9e8c 0x6883
0x9e8d 0x6aae
0x9e8e 0x68b9
0x9e8f 0x6874
0x9e90 0x68b5
0x9e91 0x68a0
0x9e92 0x68ba
0x9e93 0x690f
0x9e94 0x688d
0x9e95 0x687e
0x9e96 0x6901
0x9e97 0x68ca
0x9e98 0x6908
0x9e99 0x68d8
0x9e9a 0x6922
0x9e9b 0x6926
0x9e9c 0x68e1
0x9e9d 0x690c
0x9e9e 0x68cd
0x9e9f 0x68d4
0x9ea0 0x68e7
0x9ea1 0x68d5
0x9ea2 0x6936
0x9ea3 0x6912
0x9ea4 0x6904
0x9ea5 0x68d7
0x9ea6 0x68e3
0x9ea7 0x6925
0x9ea8 0x68f9
0x9ea9 0x68e0
0x9eaa 0x68ef
0x9eab 0x6928
0x9eac 0x692a
0x9ead 0x691a
0x9eae 0x6923
0x9eaf 0x6921
0x9eb0 0x68c6
0x9eb1 0x6979
0x9eb2 0x6977
0x9eb3 0x695c
0x9eb4 0x6978
0x9eb5 0x696b
0x9eb6 0x6954
0x9eb7 0x697e
0x9eb8 0x696e
0x9eb9 0x6939
0x9eba 0x6974
0x9ebb 0x693d
0x9ebc 0x6959
0x9ebd 0x6930
0x9ebe 0x6961
0x9ebf 0x695e
0x9ec0 0x695d
0x9ec1 0x6981
0x9ec2 0x696a
0x9ec3 0x69b2
0x9ec4 0x69ae
0x9ec5 0x69d0
0x9ec6 0x69bf
0x9ec7 0x69c1
0x9ec8 0x69d3
0x9ec9 0x69be
0x9eca 0x69ce
0x9ecb 0x5be8
0x9ecc 0x69ca
0x9ecd 0x69dd
0x9ece 0x69bb
0x9ecf 0x69c3
0x9ed0 0x69a7
0x9ed1 0x6a2e
0x9ed2 0x6991
0x9ed3 0x69a0
0x9ed4 0x699c
0x9ed5 0x6995
0x9ed6 0x69b4
0x9ed7 0x69de
0x9ed8 0x69e8
0x9ed9 0x6a02
0x9eda 0x6a1b
0x9edb 0x69ff
0x9edc 0x6b0a
0x9edd 0x69f9
0x9ede 0x69f2
0x9edf 0x69e7
0x9ee0 0x6a05
0x9ee1 0x69b1
0x9ee2 0x6a1e
0x9ee3 0x69ed
0x9ee4 0x6a14
0x9ee5 0x69eb
0x9ee6 0x6a0a
0x9ee7 0x6a12
0x9ee8 0x6ac1
0x9ee9 0x6a23
0x9eea 0x6a13
0x9eeb 0x6a44
0x9eec 0x6a0c
0x9eed 0x6a72
0x9eee 0x6a36
0x9eef 0x6a78
0x9ef0 0x6a47
0x9ef1 0x6a62
0x9ef2 0x6a59
0x9ef3 0x6a66
0x9ef4 0x6a48
0x9ef5 0x6a38
0x9ef6 0x6a22
0x9ef7 0x6a90
0x9ef8 0x6a8d
0x9ef9 0x6aa0
0x9efa 0x6a84
0x9efb 0x6aa2
0x9efc 0x6aa3
0x9f40 0x6a97
0x9f41 0x8617
0x9f42 0x6abb
0x9f43 0x6ac3
0x9f44 0x6ac2
0x9f45 0x6ab8
0x9f46 0x6ab3
0x9f47 0x6aac
0x9f48 0x6ade
0x9f49 0x6ad1
0x9f4a 0x6adf
0x9f4b 0x6aaa
0x9f4c 0x6ada
0x9f4d 0x6aea
0x9f4e 0x6afb
0x9f4f 0x6b05
0x9f50 0x8616
0x9f51 0x6afa
0x9f52 0x6b12
0x9f53 0x6b16
0x9f54 0x9b31
0x9f55 0x6b1f
0x9f56 0x6b38
0x9f57 0x6b37
0x9f58 0x76dc
0x9f59 0x6b39
0x9f5a 0x98ee
0x9f5b 0x6b47
0x9f5c 0x6b43
0x9f5d 0x6b49
0x9f5e 0x6b50
0x9f5f 0x6b59
0x9f60 0x6b54
0x9f61 0x6b5b
0x9f62 0x6b5f
0x9f63 0x6b61
0x9f64 0x6b78
0x9f65 0x6b79
0x9f66 0x6b7f
0x9f67 0x6b80
0x9f68 0x6b84
0x9f69 0x6b83
0x9f6a 0x6b8d
0x9f6b 0x6b98
0x9f6c 0x6b95
0x9f6d 0x6b9e
0x9f6e 0x6ba4
0x9f6f 0x6baa
0x9f70 0x6bab
0x9f71 0x6baf
0x9f72 0x6bb2
0x9f73 0x6bb1
0x9f74 0x6bb3
0x9f75 0x6bb7
0x9f76 0x6bbc
0x9f77 0x6bc6
0x9f78 0x6bcb
0x9f79 0x6bd3
0x9f7a 0x6bdf
0x9f7b 0x6bec
0x9f7c 0x6beb
0x9f7d 0x6bf3
0x9f7e 0x6bef
0x9f80 0x9ebe
0x9f81 0x6c08
0x9f82 0x6c13
0x9f83 0x6c14
0x9f84 0x6c1b
0x9f85 0x6c24
0x9f86 0x6c23
0x9f87 0x6c5e
0x9f88 0x6c55
0x9f89 0x6c62
0x9f8a 0x6c6a
0x9f8b 0x6c82
0x9f8c 0x6c8d
0x9f8d 0x6c9a
0x9f8e 0x6c81
0x9f8f 0x6c9b
0x9f90 0x6c7e
0x9f91 0x6c68
0x9f92 0x6c73
0x9f93 0x6c92
0x9f94 0x6c90
0x9f95 0x6cc4
0x9f96 0x6cf1
0x9f97 0x6cd3
0x9f98 0x6cbd
0x9f99 0x6cd7
0x9f9a 0x6cc5
0x9f9b 0x6cdd
0x9f9c 0x6cae
0x9f9d 0x6cb1
0x9f9e 0x6cbe
0x9f9f 0x6cba
0x9fa0 0x6cdb
0x9fa1 0x6cef
0x9fa2 0x6cd9
0x9fa3 0x6cea
0x9fa4 0x6d1f
0x9fa5 0x884d
0x9fa6 0x6d36
0x9fa7 0x6d2b
0x9fa8 0x6d3d
0x9fa9 0x6d38
0x9faa 0x6d19
0x9fab 0x6d35
0x9fac 0x6d33
0x9fad 0x6d12
0x9fae 0x6d0c
0x9faf 0x6d63
0x9fb0 0x6d93
0x9fb1 0x6d64
0x9fb2 0x6d5a
0x9fb3 0x6d79
0x9fb4 0x6d59
0x9fb5 0x6d8e
0x9fb6 0x6d95
0x9fb7 0x6fe4
0x9fb8 0x6d85
0x9fb9 0x6df9
0x9fba 0x6e15
0x9fbb 0x6e0a
0x9fbc 0x6db5
0x9fbd 0x6dc7
0x9fbe 0x6de6
0x9fbf 0x6db8
0x9fc0 0x6dc6
0x9fc1 0x6dec
0x9fc2 0x6dde
0x9fc3 0x6dcc
0x9fc4 0x6de8
0x9fc5 0x6dd2
0x9fc6 0x6dc5
0x9fc7 0x6dfa
0x9fc8 0x6dd9
0x9fc9 0x6de4
0x9fca 0x6dd5
0x9fcb 0x6dea
0x9fcc 0x6dee
0x9fcd 0x6e2d
0x9fce 0x6e6e
0x9fcf 0x6e2e
0x9fd0 0x6e19
0x9fd1 0x6e72
0x9fd2 0x6e5f
0x9fd3 0x6e3e
0x9fd4 0x6e23
0x9fd5 0x6e6b
0x9fd6 0x6e2b
0x9fd7 0x6e76
0x9fd8 0x6e4d
0x9fd9 0x6e1f
0x9fda 0x6e43
0x9fdb 0x6e3a
0x9fdc 0x6e4e
0x9fdd 0x6e24
0x9fde 0x6eff
0x9fdf 0x6e1d
0x9fe0 0x6e38
0x9fe1 0x6e82
0x9fe2 0x6eaa
0x9fe3 0x6e98
0x9fe4 0x6ec9
0x9fe5 0x6eb7
0x9fe6 0x6ed3
0x9fe7 0x6ebd
0x9fe8 0x6eaf
0x9fe9 0x6ec4
0x9fea 0x6eb2
0x9feb 0x6ed4
0x9fec 0x6ed5
0x9fed 0x6e8f
0x9fee 0x6ea5
0x9fef 0x6ec2
0x9ff0 0x6e9f
0x9ff1 0x6f41
0x9ff2 0x6f11
0x9ff3 0x704c
0x9ff4 0x6eec
0x9ff5 0x6ef8
0x9ff6 0x6efe
0x9ff7 0x6f3f
0x9ff8 0x6ef2
0x9ff9 0x6f31
0x9ffa 0x6eef
0x9ffb 0x6f32
0x9ffc 0x6ecc
0xe040 0x6f3e
0xe041 0x6f13
0xe042 0x6ef7
0xe043 0x6f86
0xe044 0x6f7a
0xe045 0x6f78
0xe046 0x6f81
0xe047 0x6f80
0xe048 0x6f6f
0xe049 0x6f5b
0xe04a 0x6ff3
0xe04b 0x6f6d
0xe04c 0x6f82
0xe04d 0x6f7c
0xe04e 0x6f58
0xe04f 0x6f8e
0xe050 0x6f91
0xe051 0x6fc2
0xe052 0x6f66
0xe053 0x6fb3
0xe054 0x6fa3
0xe055 0x6fa1
0xe056 0x6fa4
0xe057 0x6fb9
0xe058 0x6fc6
0xe059 0x6faa
0xe05a 0x6fdf
0xe05b 0x6fd5
0xe05c 0x6fec
0xe05d 0x6fd4
0xe05e 0x6fd8
0xe05f 0x6ff1
0xe060 0x6fee
0xe061 0x6fdb
0xe062 0x7009
0xe063 0x700b
0xe064 0x6ffa
0xe065 0x7011
0xe066 0x7001
0xe067 0x700f
0xe068 0x6ffe
0xe069 0x701b
0xe06a 0x701a
0xe06b 0x6f74
0xe06c 0x701d
0xe06d 0x7018
0xe06e 0x701f
0xe06f 0x7030
0xe070 0x703e
0xe071 0x7032
0xe072 0x7051
0xe073 0x7063
0xe074 0x7099
0xe075 0x7092
0xe076 0x70af
0xe077 0x70f1
0xe078 0x70ac
0xe079 0x70b8
0xe07a 0x70b3
0xe07b 0x70ae
0xe07c 0x70df
0xe07d 0x70cb
0xe07e 0x70dd
0xe080 0x70d9
0xe081 0x7109
0xe082 0x70fd
0xe083 0x711c
0xe084 0x7119
0xe085 0x7165
0xe086 0x7155
0xe087 0x7188
0xe088 0x7166
0xe089 0x7162
0xe08a 0x714c
0xe08b 0x7156
0xe08c 0x716c
0xe08d 0x718f
0xe08e 0x71fb
0xe08f 0x7184
0xe090 0x7195
0xe091 0x71a8
0xe092 0x71ac
